Id,light,temp1,temp2,RH1,RH2,timestamp
83,0,19.7999992370605,19.7000007629395,37.0,92.0,637180173406521802
84,0,19.7999992370605,19.7000007629395,37.0,92.0,637180173457300998
85,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173507841175
86,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173558360080
87,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173609004097
88,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173659721077
89,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173710341054
90,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173760891030
91,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173811489913
92,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173862133930
93,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173912800938
94,0,19.7999992370605,19.7000007629395,37.0,93.0,637180173963292083
95,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174013930886
96,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174064530852
97,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174115260828
98,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174165698418
99,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174216330771
100,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174267050753
101,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174317729528
102,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174368310690
103,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174418891715
104,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174469470632
105,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174520070609
106,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174570717811
107,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174621344848
108,0,19.7999992370605,19.7000007629395,37.0,93.0,637180174671970961
109,0,19.7999992370605,19.7000007629395,36.0,93.0,637180174722586112
110,0,19.7999992370605,19.7000007629395,36.0,93.0,637180174773150437
111,0,19.7999992370605,19.7000007629395,36.0,93.0,637180174823870413
112,0,19.8999996185303,19.7000007629395,36.0,93.0,637180174874376299
113,0,19.8999996185303,19.7000007629395,36.0,93.0,637180174925003609
114,0,19.8999996185303,19.7000007629395,36.0,93.0,637180174975700350
115,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175026326845
116,0,19.7999992370605,19.7000007629395,36.0,93.0,637180175076900292
117,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175127429186
118,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175178070212
119,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175228648382
120,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175279292775
121,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175329968906
122,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175380485338
123,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175431112347
124,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175481739395
125,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175532366745
126,0,19.8999996185303,19.7000007629395,37.0,93.0,637180175582911638
127,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175633538766
128,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175684165785
129,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175734792805
130,0,19.8999996185303,19.7000007629395,37.0,93.0,637180175785419824
131,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175836047083
132,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175886673915
133,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175937144792
134,0,19.8999996185303,19.7000007629395,36.0,93.0,637180175987771760
135,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176038431811
136,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176089058683
137,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176139685839
138,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176190312722
139,0,19.8999996185303,19.7000007629395,37.0,93.0,637180176240940363
140,0,19.8999996185303,19.7000007629395,37.0,93.0,637180176291584904
141,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176342055707
142,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176392682812
143,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176443310082
144,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176493945301
145,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176544558343
146,0,20.0,19.7000007629395,36.0,93.0,637180176595210622
147,0,20.0,19.7000007629395,36.0,93.0,637180176645789579
148,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176696450901
149,0,20.0,19.7000007629395,36.0,93.0,637180176747083607
150,0,20.0,19.7000007629395,36.0,93.0,637180176797646051
151,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176848245396
152,0,20.0,19.7000007629395,36.0,93.0,637180176898895241
153,0,19.8999996185303,19.7000007629395,36.0,93.0,637180176949554996
154,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177000182409
155,0,20.0,19.7000007629395,36.0,93.0,637180177050652973
156,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177101279707
157,0,20.0,19.7000007629395,36.0,93.0,637180177151923866
158,0,20.0,19.7000007629395,36.0,93.0,637180177202550339
159,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177253144270
160,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177303839466
161,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177354468230
162,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177405042514
163,0,20.0,19.7000007629395,36.0,93.0,637180177455706183
164,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177506205043
165,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177556917664
166,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177607433618
167,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177658127846
168,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177708656996
169,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177759226956
170,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177809999947
171,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177860607383
172,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177911116870
173,0,19.8999996185303,19.7000007629395,36.0,93.0,637180177961711792
174,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178012358453
175,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178062965649
176,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178113552213
177,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178164212161
178,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178214886685
179,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178265475602
180,0,19.8999996185303,19.7000007629395,37.0,93.0,637180178316117112
181,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178366735573
182,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178417364160
183,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178467956541
184,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178518435395
185,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178569213008
186,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178619826454
187,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178670336426
188,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178720906397
189,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178771581251
190,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178822296333
191,0,19.8999996185303,19.7000007629395,36.0,93.0,637180178872806305
192,0,19.8999996185303,19.7000007629395,37.0,93.0,637180178923369227
193,0,19.8999996185303,19.7000007629395,37.0,93.0,637180178974127056
194,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179024616680
195,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179075263676
196,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179125927454
197,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179176555847
198,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179227183077
199,0,19.8999996185303,19.6000003814697,36.0,93.0,637180179277808666
200,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179328299737
201,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179378926899
202,0,19.8999996185303,19.6000003814697,37.0,93.0,637180179429553908
203,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179480217810
204,0,19.8999996185303,19.7000007629395,36.0,93.0,637180179530863542
205,0,19.7999992370605,19.7000007629395,37.0,93.0,637180179581350767
206,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179631978049
207,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179682646988
208,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179733273866
209,0,19.7999992370605,19.7000007629395,37.0,93.0,637180179783900686
210,0,19.7999992370605,19.7000007629395,37.0,93.0,637180179834528093
211,0,19.8999996185303,19.6000003814697,37.0,93.0,637180179885179511
212,0,19.8999996185303,19.7000007629395,37.0,93.0,637180179935648884
213,0,19.8999996185303,19.6000003814697,37.0,93.0,637180179986294798
214,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180036937556
215,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180087582581
216,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180138227065
217,0,19.8999996185303,19.7000007629395,37.0,93.0,637180180188871253
218,0,19.8999996185303,19.6000003814697,37.0,93.0,637180180239357281
219,0,19.7999992370605,19.6000003814697,37.0,93.0,637180180290001907
220,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180340695491
221,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180391336710
222,0,19.8999996185303,19.7000007629395,37.0,93.0,637180180441856812
223,0,19.7999992370605,19.6000003814697,37.0,93.0,637180180492484003
224,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180543128390
225,0,19.7999992370605,19.7000007629395,37.0,93.0,637180180593755466
226,0,19.7999992370605,19.6000003814697,37.0,93.0,637180180644248805
227,0,19.7999992370605,19.6000003814697,38.0,93.0,637180180694897557
228,0,19.7999992370605,19.6000003814697,38.0,93.0,637180180745564611
229,0,19.7999992370605,19.6000003814697,39.0,93.0,637180180796228348
230,0,19.7999992370605,19.7000007629395,38.0,93.0,637180180846716952
231,0,19.7999992370605,19.6000003814697,38.0,93.0,637180180897363613
232,0,19.7999992370605,19.6000003814697,38.0,93.0,637180180947989225
233,0,19.7999992370605,19.6000003814697,38.0,93.0,637180180998636187
234,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181049284409
235,0,19.7999992370605,19.7000007629395,37.0,93.0,637180181099925349
236,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181150395930
237,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181201044613
238,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181251729610
239,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181302355370
240,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181352864339
241,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181403507307
242,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181454172213
243,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181504819893
244,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181555292332
245,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181606074132
246,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181656604627
247,0,19.7999992370605,19.6000003814697,37.0,93.0,637180181707253390
248,0,19.7999992370605,19.6000003814697,36.0,93.0,637180181757897242
249,0,19.7999992370605,19.6000003814697,36.0,93.0,637180181808408062
250,0,19.7000007629395,19.6000003814697,36.0,93.0,637180181859035127
251,0,19.7999992370605,19.6000003814697,36.0,93.0,637180181909701537
252,0,19.7999992370605,19.5,36.0,93.0,637180181960327149
253,0,19.7000007629395,19.6000003814697,36.0,93.0,637180182010954989
254,0,19.7000007629395,19.6000003814697,36.0,93.0,637180182061444607
255,0,19.7000007629395,19.6000003814697,36.0,93.0,637180182112113576
256,0,19.7000007629395,19.5,36.0,93.0,637180182162739142
257,0,19.7000007629395,19.5,36.0,93.0,637180182213365962
258,0,19.7000007629395,19.5,36.0,93.0,637180182263994674
259,0,19.7999992370605,19.6000003814697,36.0,93.0,637180182314640811
260,0,19.7000007629395,19.5,36.0,93.0,637180182365266218
261,0,19.7000007629395,19.5,36.0,93.0,637180182415894930
262,0,19.7000007629395,19.5,36.0,93.0,637180182466404285
263,0,19.7000007629395,19.5,36.0,93.0,637180182517074245
264,0,19.7999992370605,19.5,36.0,93.0,637180182567710718
265,0,19.7000007629395,19.5,36.0,93.0,637180182618339669
266,0,19.7999992370605,19.6000003814697,36.0,93.0,637180182668814552
267,0,19.7000007629395,19.5,36.0,93.0,637180182719562170
268,0,19.7000007629395,19.6000003814697,36.0,93.0,637180182770212973
269,0,19.7000007629395,19.5,36.0,93.0,637180182820704551
270,0,19.7999992370605,19.5,36.0,93.0,637180182871373981
271,0,19.7999992370605,19.6000003814697,36.0,93.0,637180182921999428
272,0,19.7999992370605,19.6000003814697,36.0,93.0,637180182972648595
273,0,19.7999992370605,19.5,36.0,93.0,637180183023193951
274,0,19.7999992370605,19.6000003814697,36.0,93.0,637180183073822891
275,0,19.7999992370605,19.6000003814697,36.0,93.0,637180183124469779
276,0,19.7999992370605,19.5,36.0,93.0,637180183175117859
277,0,19.7999992370605,19.5,36.0,93.0,637180183225605853
278,0,19.7999992370605,19.5,36.0,93.0,637180183276270046
279,0,19.7999992370605,19.5,36.0,93.0,637180183326899111
280,0,19.7999992370605,19.5,36.0,93.0,637180183377542986
281,0,19.7999992370605,19.6000003814697,36.0,93.0,637180183428188319
282,0,19.7999992370605,19.5,36.0,93.0,637180183478675264
283,0,19.7999992370605,19.5,36.0,93.0,637180183529333668
284,0,19.7999992370605,19.5,36.0,93.0,637180183579947765
285,0,19.7999992370605,19.5,36.0,93.0,637180183630629480
286,0,19.7999992370605,19.5,36.0,93.0,637180183681119855
287,0,19.7999992370605,19.5,36.0,93.0,637180183731813559
288,0,19.7999992370605,19.5,36.0,93.0,637180183782468470
289,0,19.7999992370605,19.5,36.0,93.0,637180183833117740
290,0,19.7999992370605,19.5,36.0,93.0,637180183883631808
291,0,19.7999992370605,19.6000003814697,36.0,93.0,637180183934272321
292,0,19.7999992370605,19.6000003814697,36.0,93.0,637180183984921386
293,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184035588451
294,0,19.7999992370605,19.5,36.0,93.0,637180184086057545
295,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184136721755
296,0,19.7999992370605,19.5,36.0,93.0,637180184187370228
297,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184237999230
298,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184288508210
299,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184339133617
300,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184389762227
301,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184440473155
302,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184490962471
303,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184541673587
304,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184592242658
305,0,19.7999992370605,19.6000003814697,36.0,93.0,637180184642869552
306,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184693496350
307,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184744123421
308,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184794783398
309,0,19.8999996185303,19.6000003814697,36.0,93.0,637180184845295676
310,0,19.8999996185303,19.6000003814697,37.0,93.0,637180184895972890
311,0,19.8999996185303,19.6000003814697,37.0,93.0,637180184946512867
312,0,19.8999996185303,19.6000003814697,37.0,93.0,637180184997132957
313,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185047777760
314,0,19.8999996185303,19.7000007629395,37.0,93.0,637180185098445065
315,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185149016438
316,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185199575190
317,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185250217582
318,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185300889497
319,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185351527069
320,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185402153855
321,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185452641501
322,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185503284635
323,0,19.8999996185303,19.6000003814697,37.0,93.0,637180185553912908
324,0,19.8999996185303,19.6000003814697,37.0,93.0,637180185604538583
325,0,19.8999996185303,19.7000007629395,37.0,93.0,637180185655165511
326,0,19.8999996185303,19.6000003814697,37.0,93.0,637180185705811061
327,0,19.8999996185303,19.7000007629395,36.0,93.0,637180185756439351
328,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185807088245
329,0,19.8999996185303,19.7000007629395,36.0,93.0,637180185857557385
330,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185908205982
331,0,19.8999996185303,19.6000003814697,36.0,93.0,637180185958851538
332,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186009479856
333,0,19.8999996185303,19.7000007629395,36.0,93.0,637180186060105508
334,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186110732317
335,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186161359707
336,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186211831918
337,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186262458840
338,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186313102065
339,0,19.8999996185303,19.6000003814697,37.0,93.0,637180186363729466
340,0,19.8999996185303,19.6000003814697,37.0,93.0,637180186414356406
341,0,19.8999996185303,19.7000007629395,36.0,93.0,637180186464984862
342,0,19.7999992370605,19.6000003814697,36.0,93.0,637180186515610257
343,0,19.8999996185303,19.7000007629395,36.0,93.0,637180186566258730
344,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186616885915
345,0,19.8999996185303,19.6000003814697,36.0,93.0,637180186667513003
